Local Authority,Specimen date,Cases (new),Cumulative cases,"Cumulative incidence per 100,000 population",Testing episodes (new),Cumulative testing episodes
Swansea,27/09/2020,27,1815,734.8,394,37202
Swansea,26/09/2020,24,1788,723.9,311,36808
Swansea,25/09/2020,32,1764,714.2,620,36497
Swansea,24/09/2020,36,1732,701.2,798,35877
Swansea,23/09/2020,54,1696,686.7,752,35079
Swansea,22/09/2020,41,1642,664.8,639,34327
Swansea,21/09/2020,37,1601,648.2,613,33688
Swansea,20/09/2020,25,1564,633.2,341,33075
Swansea,19/09/2020,25,1539,623.1,384,32734
Swansea,18/09/2020,18,1514,613,533,32350
Swansea,17/09/2020,12,1496,605.7,490,31817
Swansea,16/09/2020,9,1484,600.8,488,31327
Swansea,15/09/2020,10,1475,597.2,537,30839
Swansea,14/09/2020,12,1465,593.1,506,30302
Swansea,13/09/2020,7,1453,588.3,367,29796
Swansea,12/09/2020,3,1446,585.4,325,29429
Swansea,11/09/2020,5,1443,584.2,484,29104
Swansea,10/09/2020,6,1438,582.2,568,28620
Swansea,09/09/2020,5,1432,579.8,559,28052
Swansea,08/09/2020,7,1427,577.7,444,27493
Swansea,07/09/2020,0,1420,574.9,465,27049
Swansea,06/09/2020,3,1420,574.9,163,26584
Swansea,05/09/2020,1,1417,573.7,247,26421
Swansea,04/09/2020,11,1416,573.3,429,26174
Swansea,03/09/2020,8,1405,568.8,444,25745
Swansea,02/09/2020,12,1397,565.6,441,25301
Swansea,01/09/2020,3,1385,560.7,369,24860
Swansea,31/08/2020,1,1382,559.5,209,24491
Swansea,30/08/2020,1,1381,559.1,162,24282
Swansea,29/08/2020,2,1380,558.7,192,24120
Swansea,28/08/2020,8,1378,557.9,299,23928
Swansea,27/08/2020,7,1370,554.7,234,23629
Swansea,26/08/2020,3,1363,551.8,387,23395
Swansea,25/08/2020,2,1360,550.6,319,23008
Swansea,24/08/2020,1,1358,549.8,251,22689
Swansea,23/08/2020,1,1357,549.4,129,22438
Swansea,22/08/2020,0,1356,549,145,22309
Swansea,21/08/2020,4,1356,549,313,22164
Swansea,20/08/2020,1,1352,547.4,275,21851
Swansea,19/08/2020,3,1351,547,343,21576
Swansea,18/08/2020,3,1348,545.8,232,21233
Swansea,17/08/2020,2,1345,544.5,276,21001
Swansea,16/08/2020,0,1343,543.7,89,20725
Swansea,15/08/2020,0,1343,543.7,109,20636
Swansea,14/08/2020,0,1343,543.7,246,20527
Swansea,13/08/2020,2,1343,543.7,190,20281
Swansea,12/08/2020,0,1341,542.9,219,20091
Swansea,11/08/2020,0,1341,542.9,245,19872
Swansea,10/08/2020,1,1341,542.9,238,19627
Swansea,09/08/2020,5,1340,542.5,82,19389
Swansea,08/08/2020,1,1335,540.5,97,19307
Swansea,07/08/2020,0,1334,540.1,234,19210
Swansea,06/08/2020,2,1334,540.1,278,18976
Swansea,05/08/2020,1,1332,539.3,450,18698
Swansea,04/08/2020,1,1331,538.9,321,18248
Swansea,03/08/2020,2,1330,538.5,170,17927
Swansea,02/08/2020,0,1328,537.7,88,17757
Swansea,01/08/2020,0,1328,537.7,76,17669
Swansea,31/07/2020,1,1328,537.7,169,17593
Swansea,30/07/2020,1,1327,537.3,176,17424
Swansea,29/07/2020,0,1326,536.9,319,17248
Swansea,28/07/2020,1,1326,536.9,248,16929
Swansea,27/07/2020,1,1325,536.5,167,16681
Swansea,26/07/2020,0,1324,536,86,16514
Swansea,25/07/2020,2,1324,536,75,16428
Swansea,24/07/2020,0,1322,535.2,151,16353
Swansea,23/07/2020,1,1322,535.2,204,16202
Swansea,22/07/2020,3,1321,534.8,186,15998
Swansea,21/07/2020,1,1318,533.6,188,15812
Swansea,20/07/2020,1,1317,533.2,185,15624
Swansea,19/07/2020,0,1316,532.8,55,15439
Swansea,18/07/2020,0,1316,532.8,42,15384
Swansea,17/07/2020,0,1316,532.8,192,15342
Swansea,16/07/2020,1,1316,532.8,243,15150
Swansea,15/07/2020,1,1315,532.4,282,14907
Swansea,14/07/2020,1,1314,532,212,14625
Swansea,13/07/2020,2,1313,531.6,192,14413
Swansea,12/07/2020,1,1311,530.8,74,14221
Swansea,11/07/2020,1,1310,530.4,81,14147
Swansea,10/07/2020,1,1309,530,141,14066
Swansea,09/07/2020,0,1308,529.6,206,13925
Swansea,08/07/2020,2,1308,529.6,300,13719
Swansea,07/07/2020,1,1306,528.8,143,13419
Swansea,06/07/2020,0,1305,528.4,245,13276
Swansea,05/07/2020,1,1305,528.4,34,13031
Swansea,04/07/2020,0,1304,528,55,12997
Swansea,03/07/2020,1,1304,528,133,12942
Swansea,02/07/2020,4,1303,527.5,178,12809
Swansea,01/07/2020,1,1299,525.9,166,12631
Swansea,30/06/2020,1,1298,525.5,193,12465
Swansea,29/06/2020,0,1297,525.1,101,12272
Swansea,28/06/2020,0,1297,525.1,60,12171
Swansea,27/06/2020,0,1297,525.1,86,12111
Swansea,26/06/2020,0,1297,525.1,88,12025
Swansea,25/06/2020,1,1297,525.1,224,11937
Swansea,24/06/2020,0,1296,524.7,349,11713
Swansea,23/06/2020,1,1296,524.7,250,11364
Swansea,22/06/2020,0,1295,524.3,148,11114
Swansea,21/06/2020,1,1295,524.3,68,10966
Swansea,20/06/2020,0,1294,523.9,81,10898
Swansea,19/06/2020,0,1294,523.9,101,10817
Swansea,18/06/2020,0,1294,523.9,111,10716
Swansea,17/06/2020,0,1294,523.9,105,10605
Swansea,16/06/2020,0,1294,523.9,118,10500
Swansea,15/06/2020,0,1294,523.9,217,10382
Swansea,14/06/2020,0,1294,523.9,91,10165
Swansea,13/06/2020,0,1294,523.9,182,10074
Swansea,12/06/2020,0,1294,523.9,152,9892
Swansea,11/06/2020,2,1294,523.9,170,9740
Swansea,10/06/2020,0,1292,523.1,202,9570
Swansea,09/06/2020,1,1292,523.1,118,9368
Swansea,08/06/2020,2,1291,522.7,183,9250
Swansea,07/06/2020,1,1289,521.9,135,9067
Swansea,06/06/2020,2,1288,521.5,101,8932
Swansea,05/06/2020,2,1286,520.7,171,8831
Swansea,04/06/2020,0,1284,519.9,233,8660
Swansea,03/06/2020,0,1284,519.9,170,8427
Swansea,02/06/2020,2,1284,519.9,195,8257
Swansea,01/06/2020,2,1282,519,213,8062
Swansea,31/05/2020,0,1280,518.2,131,7849
Swansea,30/05/2020,0,1280,518.2,137,7718
Swansea,29/05/2020,2,1280,518.2,284,7581
Swansea,28/05/2020,1,1278,517.4,218,7297
Swansea,27/05/2020,0,1277,517,193,7079
Swansea,26/05/2020,0,1277,517,192,6886
Swansea,25/05/2020,4,1277,517,123,6694
Swansea,24/05/2020,3,1273,515.4,249,6571
Swansea,23/05/2020,12,1270,514.2,317,6322
Swansea,22/05/2020,0,1258,509.3,148,6005
Swansea,21/05/2020,2,1258,509.3,158,5857
Swansea,20/05/2020,1,1256,508.5,186,5699
Swansea,19/05/2020,10,1255,508.1,157,5513
Swansea,18/05/2020,14,1245,504.1,113,5356
Swansea,17/05/2020,3,1231,498.4,67,5243
Swansea,16/05/2020,1,1228,497.2,50,5176
Swansea,15/05/2020,5,1227,496.8,204,5126
Swansea,14/05/2020,3,1222,494.8,170,4922
Swansea,13/05/2020,8,1219,493.5,179,4752
Swansea,12/05/2020,3,1211,490.3,99,4573
Swansea,11/05/2020,10,1208,489.1,219,4474
Swansea,10/05/2020,14,1198,485,165,4255
Swansea,09/05/2020,10,1184,479.4,92,4090
Swansea,08/05/2020,6,1174,475.3,71,3998
Swansea,07/05/2020,9,1168,472.9,97,3927
Swansea,06/05/2020,6,1159,469.2,92,3830
Swansea,05/05/2020,11,1153,466.8,107,3738
Swansea,04/05/2020,12,1142,462.4,80,3631
Swansea,03/05/2020,5,1130,457.5,69,3551
Swansea,02/05/2020,11,1125,455.5,91,3482
Swansea,01/05/2020,13,1114,451,101,3391
Swansea,30/04/2020,15,1101,445.8,96,3290
Swansea,29/04/2020,29,1086,439.7,126,3194
Swansea,28/04/2020,17,1057,427.9,89,3068
Swansea,27/04/2020,13,1040,421.1,79,2979
Swansea,26/04/2020,14,1027,415.8,56,2900
Swansea,25/04/2020,9,1013,410.1,52,2844
Swansea,24/04/2020,34,1004,406.5,138,2792
Swansea,23/04/2020,38,970,392.7,154,2654
Swansea,22/04/2020,29,932,377.3,96,2500
Swansea,21/04/2020,33,903,365.6,110,2404
Swansea,20/04/2020,16,870,352.2,70,2294
Swansea,19/04/2020,27,854,345.8,66,2224
Swansea,18/04/2020,26,827,334.8,60,2158
Swansea,17/04/2020,37,801,324.3,110,2098
Swansea,16/04/2020,43,764,309.3,87,1988
Swansea,15/04/2020,47,721,291.9,108,1901
Swansea,14/04/2020,28,674,272.9,54,1793
Swansea,13/04/2020,35,646,261.5,65,1739
Swansea,12/04/2020,42,611,247.4,79,1674
Swansea,11/04/2020,22,569,230.4,61,1595
Swansea,10/04/2020,42,547,221.5,79,1534
Swansea,09/04/2020,48,505,204.5,117,1455
Swansea,08/04/2020,53,457,185,104,1338
Swansea,07/04/2020,39,404,163.6,87,1234
Swansea,06/04/2020,45,365,147.8,83,1147
Swansea,05/04/2020,28,320,129.6,51,1064
Swansea,04/04/2020,39,292,118.2,81,1013
Swansea,03/04/2020,43,253,102.4,81,932
Swansea,02/04/2020,27,210,85,67,851
Swansea,01/04/2020,25,183,74.1,67,784
Swansea,31/03/2020,17,158,64,54,717
Swansea,30/03/2020,29,141,57.1,65,663
Swansea,29/03/2020,12,112,45.3,37,598
Swansea,28/03/2020,8,100,40.5,29,561
Swansea,27/03/2020,16,92,37.2,53,532
Swansea,26/03/2020,9,76,30.8,43,479
Swansea,25/03/2020,10,67,27.1,44,436
Swansea,24/03/2020,13,57,23.1,49,392
Swansea,23/03/2020,9,44,17.8,45,343
Swansea,22/03/2020,5,35,14.2,30,298
Swansea,21/03/2020,2,30,12.1,29,268
Swansea,20/03/2020,4,28,11.3,26,239
Swansea,19/03/2020,4,24,9.7,30,213
Swansea,18/03/2020,2,20,8.1,16,183
Swansea,17/03/2020,1,18,7.3,40,167
Swansea,16/03/2020,1,17,6.9,12,127
Swansea,15/03/2020,1,16,6.5,10,115
Swansea,14/03/2020,0,15,6.1,5,105
Swansea,13/03/2020,3,15,6.1,20,100
Swansea,12/03/2020,9,12,4.9,22,80
Swansea,11/03/2020,2,3,1.2,7,58
Swansea,10/03/2020,0,1,0.4,3,51
Swansea,09/03/2020,0,1,0.4,0,48
Swansea,08/03/2020,0,1,0.4,0,48
Swansea,07/03/2020,0,1,0.4,0,48
Swansea,06/03/2020,0,1,0.4,2,48
Swansea,05/03/2020,0,1,0.4,2,46
Swansea,04/03/2020,0,1,0.4,1,44
Swansea,03/03/2020,0,1,0.4,3,43
Swansea,02/03/2020,0,1,0.4,8,40
Swansea,01/03/2020,0,1,0.4,1,32
Swansea,29/02/2020,0,1,0.4,3,31
Swansea,28/02/2020,0,1,0.4,1,28
Swansea,27/02/2020,1,1,0.4,15,27
Swansea,26/02/2020,0,0,0,2,12
Swansea,25/02/2020,0,0,0,1,10
Swansea,24/02/2020,0,0,0,0,9
Swansea,23/02/2020,0,0,0,2,9
Swansea,22/02/2020,0,0,0,0,7
Swansea,21/02/2020,0,0,0,0,7
Swansea,20/02/2020,0,0,0,1,7
Swansea,19/02/2020,0,0,0,1,6
Swansea,18/02/2020,0,0,0,0,5
Swansea,17/02/2020,0,0,0,1,5
Swansea,16/02/2020,0,0,0,1,4
Swansea,15/02/2020,0,0,0,0,3
Swansea,14/02/2020,0,0,0,0,3
Swansea,13/02/2020,0,0,0,0,3
Swansea,12/02/2020,0,0,0,0,3
Swansea,11/02/2020,0,0,0,0,3
Swansea,10/02/2020,0,0,0,0,3
Swansea,09/02/2020,0,0,0,0,3
Swansea,08/02/2020,0,0,0,1,3
Swansea,07/02/2020,0,0,0,2,2
Swansea,06/02/2020,0,0,0,0,0
Swansea,05/02/2020,0,0,0,0,0
Swansea,04/02/2020,0,0,0,0,0
Swansea,03/02/2020,0,0,0,0,0
Torfaen,16/10/2020,0,632,672.6,3,15844
Torfaen,15/10/2020,0,632,672.6,14,15841
Torfaen,14/10/2020,6,632,672.6,47,15827
Torfaen,13/10/2020,20,626,666.2,152,15780
Torfaen,12/10/2020,5,606,644.9,129,15628
Torfaen,11/10/2020,7,601,639.6,97,15499
Torfaen,10/10/2020,11,594,632.2,150,15402
Torfaen,09/10/2020,7,583,620.5,166,15252
Torfaen,08/10/2020,12,576,613,227,15086
Torfaen,07/10/2020,11,564,600.2,138,14859
Torfaen,06/10/2020,15,553,588.5,190,14721
Torfaen,05/10/2020,10,538,572.6,209,14531
Torfaen,04/10/2020,8,528,561.9,127,14322
Torfaen,03/10/2020,8,520,553.4,125,14195
Torfaen,02/10/2020,11,512,544.9,190,14070
Torfaen,01/10/2020,10,501,533.2,163,13880
Torfaen,30/09/2020,8,491,522.6,198,13717
Torfaen,29/09/2020,8,483,514,234,13519
Torfaen,28/09/2020,10,475,505.5,245,13285
Torfaen,27/09/2020,5,465,494.9,79,13040
Torfaen,26/09/2020,8,460,489.6,111,12961
Torfaen,25/09/2020,5,452,481.1,234,12850
Torfaen,24/09/2020,9,447,475.7,239,12616
Torfaen,23/09/2020,9,438,466.2,152,12377
Torfaen,22/09/2020,8,429,456.6,201,12225
Torfaen,21/09/2020,6,421,448.1,214,12024
Torfaen,20/09/2020,4,415,441.7,112,11810
Torfaen,19/09/2020,8,411,437.4,89,11698
Torfaen,18/09/2020,1,403,428.9,178,11609
Torfaen,17/09/2020,4,402,427.8,223,11431
Torfaen,16/09/2020,1,398,423.6,194,11208
Torfaen,15/09/2020,1,397,422.5,244,11014
Torfaen,14/09/2020,2,396,421.5,215,10770
Torfaen,13/09/2020,4,394,419.3,171,10555
Torfaen,12/09/2020,0,390,415.1,170,10384
Torfaen,11/09/2020,6,390,415.1,312,10214
Torfaen,10/09/2020,6,384,408.7,301,9902
Torfaen,09/09/2020,0,378,402.3,201,9601
Torfaen,08/09/2020,3,378,402.3,223,9400
Torfaen,07/09/2020,1,375,399.1,171,9177
Torfaen,06/09/2020,1,374,398,98,9006
Torfaen,05/09/2020,1,373,397,70,8908
Torfaen,04/09/2020,1,372,395.9,145,8838
Torfaen,03/09/2020,2,371,394.8,126,8693
Torfaen,02/09/2020,3,369,392.7,115,8567
Torfaen,01/09/2020,1,366,389.5,167,8452
Torfaen,31/08/2020,0,365,388.5,79,8285
Torfaen,30/08/2020,0,365,388.5,45,8206
Torfaen,29/08/2020,0,365,388.5,56,8161
Torfaen,28/08/2020,0,365,388.5,124,8105
Torfaen,27/08/2020,1,365,388.5,107,7981
Torfaen,26/08/2020,1,364,387.4,73,7874
Torfaen,25/08/2020,0,363,386.3,54,7801
Torfaen,24/08/2020,0,363,386.3,101,7747
Torfaen,23/08/2020,0,363,386.3,45,7646
Torfaen,22/08/2020,0,363,386.3,33,7601
Torfaen,21/08/2020,0,363,386.3,66,7568
Torfaen,20/08/2020,0,363,386.3,72,7502
Torfaen,19/08/2020,0,363,386.3,72,7430
Torfaen,18/08/2020,1,363,386.3,61,7358
Torfaen,17/08/2020,0,362,385.3,86,7297
Torfaen,16/08/2020,0,362,385.3,45,7211
Torfaen,15/08/2020,0,362,385.3,40,7166
Torfaen,14/08/2020,0,362,385.3,218,7126
Torfaen,13/08/2020,0,362,385.3,72,6908
Torfaen,12/08/2020,0,362,385.3,70,6836
Torfaen,11/08/2020,0,362,385.3,74,6766
Torfaen,10/08/2020,0,362,385.3,104,6692
Torfaen,09/08/2020,0,362,385.3,30,6588
Torfaen,08/08/2020,0,362,385.3,31,6558
Torfaen,07/08/2020,0,362,385.3,125,6527
Torfaen,06/08/2020,0,362,385.3,56,6402
Torfaen,05/08/2020,0,362,385.3,63,6346
Torfaen,04/08/2020,0,362,385.3,68,6283
Torfaen,03/08/2020,0,362,385.3,63,6215
Torfaen,02/08/2020,0,362,385.3,14,6152
Torfaen,01/08/2020,0,362,385.3,13,6138
Torfaen,31/07/2020,0,362,385.3,158,6125
Torfaen,30/07/2020,1,362,385.3,76,5967
Torfaen,29/07/2020,0,361,384.2,41,5891
Torfaen,28/07/2020,0,361,384.2,93,5850
Torfaen,27/07/2020,1,361,384.2,79,5757
Torfaen,26/07/2020,0,360,383.1,22,5678
Torfaen,25/07/2020,0,360,383.1,45,5656
Torfaen,24/07/2020,1,360,383.1,122,5611
Torfaen,23/07/2020,0,359,382.1,65,5489
Torfaen,22/07/2020,0,359,382.1,55,5424
Torfaen,21/07/2020,2,359,382.1,85,5369
Torfaen,20/07/2020,1,357,379.9,47,5284
Torfaen,19/07/2020,0,356,378.9,14,5237
Torfaen,18/07/2020,1,356,378.9,35,5223
Torfaen,17/07/2020,0,355,377.8,79,5188
Torfaen,16/07/2020,0,355,377.8,70,5109
Torfaen,15/07/2020,0,355,377.8,56,5039
Torfaen,14/07/2020,0,355,377.8,48,4983
Torfaen,13/07/2020,0,355,377.8,32,4935
Torfaen,12/07/2020,0,355,377.8,33,4903
Torfaen,11/07/2020,0,355,377.8,27,4870
Torfaen,10/07/2020,0,355,377.8,74,4843
Torfaen,09/07/2020,0,355,377.8,67,4769
Torfaen,08/07/2020,0,355,377.8,67,4702
Torfaen,07/07/2020,0,355,377.8,52,4635
Torfaen,06/07/2020,0,355,377.8,48,4583
Torfaen,05/07/2020,0,355,377.8,20,4535
Torfaen,04/07/2020,0,355,377.8,67,4515
Torfaen,03/07/2020,0,355,377.8,91,4448
Torfaen,02/07/2020,0,355,377.8,70,4357
Torfaen,01/07/2020,0,355,377.8,82,4287
Torfaen,30/06/2020,0,355,377.8,67,4205
Torfaen,29/06/2020,0,355,377.8,44,4138
Torfaen,28/06/2020,0,355,377.8,72,4094
Torfaen,27/06/2020,1,355,377.8,34,4022
Torfaen,26/06/2020,0,354,376.8,74,3988
Torfaen,25/06/2020,0,354,376.8,55,3914
Torfaen,24/06/2020,1,354,376.8,43,3859
Torfaen,23/06/2020,0,353,375.7,33,3816
Torfaen,22/06/2020,0,353,375.7,95,3783
Torfaen,21/06/2020,0,353,375.7,27,3688
Torfaen,20/06/2020,1,353,375.7,32,3661
Torfaen,19/06/2020,0,352,374.6,192,3629
Torfaen,18/06/2020,0,352,374.6,48,3437
Torfaen,17/06/2020,0,352,374.6,107,3389
Torfaen,16/06/2020,0,352,374.6,36,3282
Torfaen,15/06/2020,0,352,374.6,64,3246
Torfaen,14/06/2020,0,352,374.6,31,3182
Torfaen,13/06/2020,2,352,374.6,77,3151
Torfaen,12/06/2020,0,350,372.5,139,3074
Torfaen,11/06/2020,0,350,372.5,99,2935
Torfaen,10/06/2020,1,350,372.5,50,2836
Torfaen,09/06/2020,0,349,371.4,116,2786
Torfaen,08/06/2020,1,349,371.4,77,2670
Torfaen,07/06/2020,0,348,370.4,84,2593
Torfaen,06/06/2020,0,348,370.4,47,2509
Torfaen,05/06/2020,0,348,370.4,67,2462
Torfaen,04/06/2020,0,348,370.4,66,2395
Torfaen,03/06/2020,0,348,370.4,36,2329
Torfaen,02/06/2020,0,348,370.4,39,2293
Torfaen,01/06/2020,0,348,370.4,30,2254
Torfaen,31/05/2020,0,348,370.4,26,2224
Torfaen,30/05/2020,0,348,370.4,30,2198
Torfaen,29/05/2020,0,348,370.4,29,2168
Torfaen,28/05/2020,0,348,370.4,27,2139
Torfaen,27/05/2020,3,348,370.4,120,2112
Torfaen,26/05/2020,0,345,367.2,30,1992
Torfaen,25/05/2020,1,345,367.2,16,1962
Torfaen,24/05/2020,0,344,366.1,28,1946
Torfaen,23/05/2020,1,344,366.1,47,1918
Torfaen,22/05/2020,0,343,365,37,1871
Torfaen,21/05/2020,1,343,365,40,1834
Torfaen,20/05/2020,2,342,364,87,1794
Torfaen,19/05/2020,10,340,361.9,109,1707
Torfaen,18/05/2020,1,330,351.2,22,1598
Torfaen,17/05/2020,7,329,350.1,122,1576
Torfaen,16/05/2020,1,322,342.7,39,1454
Torfaen,15/05/2020,0,321,341.6,28,1415
Torfaen,14/05/2020,2,321,341.6,147,1387
Torfaen,13/05/2020,1,319,339.5,33,1240
Torfaen,12/05/2020,1,318,338.4,25,1207
Torfaen,11/05/2020,2,317,337.4,20,1182
Torfaen,10/05/2020,2,315,335.2,18,1162
Torfaen,09/05/2020,1,313,333.1,24,1144
Torfaen,08/05/2020,0,312,332.1,21,1120
Torfaen,07/05/2020,1,312,332.1,22,1099
Torfaen,06/05/2020,2,311,331,23,1077
Torfaen,05/05/2020,0,309,328.9,25,1054
Torfaen,04/05/2020,0,309,328.9,35,1029
Torfaen,03/05/2020,0,309,328.9,15,994
Torfaen,02/05/2020,2,309,328.9,31,979
Torfaen,01/05/2020,1,307,326.7,24,948
Torfaen,30/04/2020,3,306,325.7,24,924
Torfaen,29/04/2020,0,303,322.5,31,900
Torfaen,28/04/2020,2,303,322.5,29,869
Torfaen,27/04/2020,5,301,320.3,21,840
Torfaen,26/04/2020,0,296,315,8,819
Torfaen,25/04/2020,1,296,315,11,811
Torfaen,24/04/2020,6,295,314,23,800
Torfaen,23/04/2020,3,289,307.6,19,777
Torfaen,22/04/2020,1,286,304.4,17,758
Torfaen,21/04/2020,4,285,303.3,24,741
Torfaen,20/04/2020,3,281,299.1,22,717
Torfaen,19/04/2020,2,278,295.9,8,695
Torfaen,18/04/2020,5,276,293.7,19,687
Torfaen,17/04/2020,5,271,288.4,15,668
Torfaen,16/04/2020,11,266,283.1,35,653
Torfaen,15/04/2020,12,255,271.4,28,618
Torfaen,14/04/2020,8,243,258.6,24,590
Torfaen,13/04/2020,2,235,250.1,16,566
Torfaen,12/04/2020,0,233,248,5,550
Torfaen,11/04/2020,5,233,248,16,545
Torfaen,10/04/2020,8,228,242.7,24,529
Torfaen,09/04/2020,6,220,234.1,14,505
Torfaen,08/04/2020,12,214,227.8,24,491
Torfaen,07/04/2020,5,202,215,16,467
Torfaen,06/04/2020,22,197,209.7,37,451
Torfaen,05/04/2020,8,175,186.2,12,414
Torfaen,04/04/2020,10,167,177.7,19,402
Torfaen,03/04/2020,10,157,167.1,22,383
Torfaen,02/04/2020,13,147,156.4,29,361
Torfaen,01/04/2020,16,134,142.6,28,332
Torfaen,31/03/2020,7,118,125.6,17,304
Torfaen,30/03/2020,20,111,118.1,34,287
Torfaen,29/03/2020,9,91,96.8,16,253
Torfaen,28/03/2020,6,82,87.3,13,237
Torfaen,27/03/2020,8,76,80.9,17,224
Torfaen,26/03/2020,9,68,72.4,22,207
Torfaen,25/03/2020,9,59,62.8,19,185
Torfaen,24/03/2020,7,50,53.2,22,166
Torfaen,23/03/2020,14,43,45.8,27,144
Torfaen,22/03/2020,5,29,30.9,12,117
Torfaen,21/03/2020,2,24,25.5,17,105
Torfaen,20/03/2020,5,22,23.4,16,88
Torfaen,19/03/2020,8,17,18.1,17,72
Torfaen,18/03/2020,3,9,9.6,10,55
Torfaen,17/03/2020,2,6,6.4,8,45
Torfaen,16/03/2020,1,4,4.3,4,37
Torfaen,15/03/2020,1,3,3.2,6,33
Torfaen,14/03/2020,0,2,2.1,4,27
Torfaen,13/03/2020,2,2,2.1,5,23
Torfaen,12/03/2020,0,0,0,5,18
Torfaen,11/03/2020,0,0,0,4,13
Torfaen,10/03/2020,0,0,0,0,9
Torfaen,09/03/2020,0,0,0,0,9
Torfaen,08/03/2020,0,0,0,0,9
Torfaen,07/03/2020,0,0,0,0,9
Torfaen,06/03/2020,0,0,0,0,9
Torfaen,05/03/2020,0,0,0,0,9
Torfaen,04/03/2020,0,0,0,0,9
Torfaen,03/03/2020,0,0,0,1,9
Torfaen,02/03/2020,0,0,0,1,8
Torfaen,01/03/2020,0,0,0,0,7
Torfaen,29/02/2020,0,0,0,1,7
Torfaen,28/02/2020,0,0,0,3,6
Torfaen,27/02/2020,0,0,0,0,3
Torfaen,26/02/2020,0,0,0,0,3
Torfaen,25/02/2020,0,0,0,1,3
Torfaen,24/02/2020,0,0,0,0,2
Torfaen,23/02/2020,0,0,0,0,2
Torfaen,22/02/2020,0,0,0,1,2
Torfaen,21/02/2020,0,0,0,0,1
Torfaen,20/02/2020,0,0,0,0,1
Torfaen,19/02/2020,0,0,0,0,1
Torfaen,18/02/2020,0,0,0,0,1
Torfaen,17/02/2020,0,0,0,0,1
Torfaen,16/02/2020,0,0,0,0,1
Torfaen,15/02/2020,0,0,0,0,1
Torfaen,14/02/2020,0,0,0,0,1
Torfaen,13/02/2020,0,0,0,0,1
Torfaen,12/02/2020,0,0,0,0,1
Torfaen,11/02/2020,0,0,0,0,1
Torfaen,10/02/2020,0,0,0,0,1
Torfaen,09/02/2020,0,0,0,0,1
Torfaen,08/02/2020,0,0,0,0,1
Torfaen,07/02/2020,0,0,0,1,1
Torfaen,06/02/2020,0,0,0,0,0
Torfaen,05/02/2020,0,0,0,0,0
Torfaen,04/02/2020,0,0,0,0,0
Torfaen,03/02/2020,0,0,0,0,0
Unknown,16/10/2020,0,230,,1,9434
Unknown,15/10/2020,0,230,,9,9433
Unknown,14/10/2020,0,230,,19,9424
Unknown,13/10/2020,1,230,,48,9405
Unknown,12/10/2020,3,229,,48,9357
Unknown,11/10/2020,14,226,,71,9309
Unknown,10/10/2020,12,212,,58,9238
Unknown,09/10/2020,3,200,,84,9180
Unknown,08/10/2020,8,197,,92,9096
Unknown,07/10/2020,4,189,,75,9004
Unknown,06/10/2020,2,185,,98,8929
Unknown,05/10/2020,0,183,,70,8831
Unknown,04/10/2020,7,183,,40,8761
Unknown,03/10/2020,2,176,,55,8721
Unknown,02/10/2020,2,174,,100,8666
Unknown,01/10/2020,3,172,,74,8566
Unknown,30/09/2020,8,169,,105,8492
Unknown,29/09/2020,0,161,,62,8387
Unknown,28/09/2020,1,161,,45,8325
Unknown,27/09/2020,0,160,,53,8280
Unknown,26/09/2020,2,160,,39,8227
Unknown,25/09/2020,1,158,,88,8188
Unknown,24/09/2020,0,157,,87,8100
Unknown,23/09/2020,0,157,,74,8013
Unknown,22/09/2020,0,157,,58,7939
Unknown,21/09/2020,0,157,,85,7881
Unknown,20/09/2020,0,157,,48,7796
Unknown,19/09/2020,0,157,,37,7748
Unknown,18/09/2020,0,157,,76,7711
Unknown,17/09/2020,0,157,,90,7635
Unknown,16/09/2020,0,157,,124,7545
Unknown,15/09/2020,0,157,,65,7421
Unknown,14/09/2020,1,157,,71,7356
Unknown,13/09/2020,3,156,,76,7285
Unknown,12/09/2020,0,153,,21,7209
Unknown,11/09/2020,0,153,,50,7188
Unknown,10/09/2020,1,153,,100,7138
Unknown,09/09/2020,1,152,,101,7038
Unknown,08/09/2020,2,151,,92,6937
Unknown,07/09/2020,0,149,,116,6845
Unknown,06/09/2020,0,149,,30,6729
Unknown,05/09/2020,1,149,,24,6699
Unknown,04/09/2020,3,148,,43,6675
Unknown,03/09/2020,0,145,,9,6632
Unknown,02/09/2020,0,145,,22,6623
Unknown,01/09/2020,0,145,,23,6601
Unknown,31/08/2020,0,145,,8,6578
Unknown,30/08/2020,0,145,,10,6570
Unknown,29/08/2020,0,145,,18,6560
Unknown,28/08/2020,1,145,,59,6542
Unknown,27/08/2020,0,144,,39,6483
Unknown,26/08/2020,0,144,,34,6444
Unknown,25/08/2020,0,144,,34,6410
Unknown,24/08/2020,1,144,,13,6376
Unknown,23/08/2020,0,143,,18,6363
Unknown,22/08/2020,0,143,,2,6345
Unknown,21/08/2020,0,143,,25,6343
Unknown,20/08/2020,0,143,,11,6318
Unknown,19/08/2020,0,143,,7,6307
Unknown,18/08/2020,1,143,,27,6300
Unknown,17/08/2020,0,142,,15,6273
Unknown,16/08/2020,1,142,,14,6258
Unknown,15/08/2020,0,141,,21,6244
Unknown,14/08/2020,0,141,,31,6223
Unknown,13/08/2020,0,141,,35,6192
Unknown,12/08/2020,0,141,,46,6157
Unknown,11/08/2020,0,141,,57,6111
