Local Authority,Specimen date,Cases (new),Cumulative cases,"Cumulative incidence per 100,000 population",Testing episodes (new),Cumulative testing episodes
Conwy,25/02/2020,0,0,0,1,3
Conwy,24/02/2020,0,0,0,0,2
Conwy,23/02/2020,0,0,0,0,2
Conwy,22/02/2020,0,0,0,0,2
Conwy,21/02/2020,0,0,0,0,2
Conwy,20/02/2020,0,0,0,0,2
Conwy,19/02/2020,0,0,0,0,2
Conwy,18/02/2020,0,0,0,0,2
Conwy,17/02/2020,0,0,0,1,2
Conwy,16/02/2020,0,0,0,0,1
Conwy,15/02/2020,0,0,0,0,1
Conwy,14/02/2020,0,0,0,0,1
Conwy,13/02/2020,0,0,0,0,1
Conwy,12/02/2020,0,0,0,0,1
Conwy,11/02/2020,0,0,0,0,1
Conwy,10/02/2020,0,0,0,0,1
Conwy,09/02/2020,0,0,0,1,1
Conwy,08/02/2020,0,0,0,0,0
Conwy,07/02/2020,0,0,0,0,0
Conwy,06/02/2020,0,0,0,0,0
Conwy,05/02/2020,0,0,0,0,0
Conwy,04/02/2020,0,0,0,0,0
Conwy,03/02/2020,0,0,0,0,0
Denbighshire,16/10/2020,0,1206,1260.2,2,23320
Denbighshire,15/10/2020,8,1206,1260.2,34,23318
Denbighshire,14/10/2020,11,1198,1251.9,77,23284
Denbighshire,13/10/2020,15,1187,1240.4,217,23207
Denbighshire,12/10/2020,26,1172,1224.7,228,22990
Denbighshire,11/10/2020,16,1146,1197.5,102,22762
Denbighshire,10/10/2020,7,1130,1180.8,132,22660
Denbighshire,09/10/2020,27,1123,1173.5,218,22528
Denbighshire,08/10/2020,17,1096,1145.3,361,22310
Denbighshire,07/10/2020,17,1079,1127.5,317,21949
Denbighshire,06/10/2020,20,1062,1109.8,298,21632
Denbighshire,05/10/2020,27,1042,1088.9,318,21334
Denbighshire,04/10/2020,10,1015,1060.7,169,21016
Denbighshire,03/10/2020,10,1005,1050.2,165,20847
Denbighshire,02/10/2020,28,995,1039.8,249,20682
Denbighshire,01/10/2020,13,967,1010.5,309,20433
Denbighshire,30/09/2020,7,954,996.9,321,20124
Denbighshire,29/09/2020,10,947,989.6,243,19803
Denbighshire,28/09/2020,10,937,979.1,249,19560
Denbighshire,27/09/2020,3,927,968.7,108,19311
Denbighshire,26/09/2020,5,924,965.6,124,19203
Denbighshire,25/09/2020,7,919,960.3,173,19079
Denbighshire,24/09/2020,8,912,953,317,18906
Denbighshire,23/09/2020,6,904,944.7,240,18589
Denbighshire,22/09/2020,5,898,938.4,246,18349
Denbighshire,21/09/2020,2,893,933.2,236,18103
Denbighshire,20/09/2020,9,891,931.1,129,17867
Denbighshire,19/09/2020,4,882,921.7,151,17738
Denbighshire,18/09/2020,5,878,917.5,190,17587
Denbighshire,17/09/2020,7,873,912.3,196,17397
Denbighshire,16/09/2020,6,866,904.9,259,17201
Denbighshire,15/09/2020,2,860,898.7,201,16942
Denbighshire,14/09/2020,5,858,896.6,220,16741
Denbighshire,13/09/2020,1,853,891.4,90,16521
Denbighshire,12/09/2020,1,852,890.3,100,16431
Denbighshire,11/09/2020,2,851,889.3,220,16331
Denbighshire,10/09/2020,4,849,887.2,291,16111
Denbighshire,09/09/2020,1,845,883,209,15820
Denbighshire,08/09/2020,7,844,882,204,15611
Denbighshire,07/09/2020,3,837,874.6,154,15407
Denbighshire,06/09/2020,2,834,871.5,48,15253
Denbighshire,05/09/2020,2,832,869.4,62,15205
Denbighshire,04/09/2020,3,830,867.3,156,15143
Denbighshire,03/09/2020,1,827,864.2,191,14987
Denbighshire,02/09/2020,1,826,863.1,197,14796
Denbighshire,01/09/2020,0,825,862.1,217,14599
Denbighshire,31/08/2020,0,825,862.1,82,14382
Denbighshire,30/08/2020,0,825,862.1,76,14300
Denbighshire,29/08/2020,0,825,862.1,77,14224
Denbighshire,28/08/2020,0,825,862.1,107,14147
Denbighshire,27/08/2020,0,825,862.1,232,14040
Denbighshire,26/08/2020,2,825,862.1,153,13808
Denbighshire,25/08/2020,1,823,860,157,13655
Denbighshire,24/08/2020,1,822,859,128,13498
Denbighshire,23/08/2020,0,821,857.9,44,13370
Denbighshire,22/08/2020,2,821,857.9,78,13326
Denbighshire,21/08/2020,0,819,855.8,126,13248
Denbighshire,20/08/2020,0,819,855.8,218,13122
Denbighshire,19/08/2020,1,819,855.8,273,12904
Denbighshire,18/08/2020,0,818,854.8,146,12631
Denbighshire,17/08/2020,3,818,854.8,177,12485
Denbighshire,16/08/2020,0,815,851.7,65,12308
Denbighshire,15/08/2020,2,815,851.7,72,12243
Denbighshire,14/08/2020,0,813,849.6,86,12171
Denbighshire,13/08/2020,0,813,849.6,190,12085
Denbighshire,12/08/2020,2,813,849.6,196,11895
Denbighshire,11/08/2020,1,811,847.5,181,11699
Denbighshire,10/08/2020,0,810,846.4,135,11518
Denbighshire,09/08/2020,0,810,846.4,44,11383
Denbighshire,08/08/2020,0,810,846.4,77,11339
Denbighshire,07/08/2020,2,810,846.4,147,11262
Denbighshire,06/08/2020,0,808,844.3,146,11115
Denbighshire,05/08/2020,1,808,844.3,146,10969
Denbighshire,04/08/2020,1,807,843.3,118,10823
Denbighshire,03/08/2020,3,806,842.3,99,10705
Denbighshire,02/08/2020,2,803,839.1,45,10606
Denbighshire,01/08/2020,1,801,837,71,10561
Denbighshire,31/07/2020,1,800,836,78,10490
Denbighshire,30/07/2020,2,799,834.9,168,10412
Denbighshire,29/07/2020,2,797,832.8,142,10244
Denbighshire,28/07/2020,10,795,830.8,155,10102
Denbighshire,27/07/2020,1,785,820.3,103,9947
Denbighshire,26/07/2020,2,784,819.3,43,9844
Denbighshire,25/07/2020,2,782,817.2,56,9801
Denbighshire,24/07/2020,1,780,815.1,97,9745
Denbighshire,23/07/2020,0,779,814,153,9648
Denbighshire,22/07/2020,1,779,814,146,9495
Denbighshire,21/07/2020,3,778,813,87,9349
Denbighshire,20/07/2020,1,775,809.9,112,9262
Denbighshire,19/07/2020,1,774,808.8,27,9150
Denbighshire,18/07/2020,0,773,807.8,40,9123
Denbighshire,17/07/2020,1,773,807.8,102,9083
Denbighshire,16/07/2020,2,772,806.7,149,8981
Denbighshire,15/07/2020,0,770,804.6,196,8832
Denbighshire,14/07/2020,1,770,804.6,79,8636
Denbighshire,13/07/2020,1,769,803.6,108,8557
Denbighshire,12/07/2020,0,768,802.5,39,8449
Denbighshire,11/07/2020,0,768,802.5,62,8410
Denbighshire,10/07/2020,1,768,802.5,78,8348
Denbighshire,09/07/2020,2,767,801.5,171,8270
Denbighshire,08/07/2020,1,765,799.4,141,8099
Denbighshire,07/07/2020,1,764,798.4,107,7958
Denbighshire,06/07/2020,0,763,797.3,151,7851
Denbighshire,05/07/2020,0,763,797.3,31,7700
Denbighshire,04/07/2020,0,763,797.3,35,7669
Denbighshire,03/07/2020,2,763,797.3,108,7634
Denbighshire,02/07/2020,0,761,795.2,233,7526
Denbighshire,01/07/2020,2,761,795.2,130,7293
Denbighshire,30/06/2020,4,759,793.1,130,7163
Denbighshire,29/06/2020,0,755,789,84,7033
Denbighshire,28/06/2020,1,755,789,28,6949
Denbighshire,27/06/2020,0,754,787.9,40,6921
Denbighshire,26/06/2020,1,754,787.9,59,6881
Denbighshire,25/06/2020,1,753,786.9,86,6822
Denbighshire,24/06/2020,1,752,785.8,65,6736
Denbighshire,23/06/2020,2,751,784.8,63,6671
Denbighshire,22/06/2020,0,749,782.7,82,6608
Denbighshire,21/06/2020,3,749,782.7,37,6526
Denbighshire,20/06/2020,2,746,779.6,39,6489
Denbighshire,19/06/2020,4,744,777.5,110,6450
Denbighshire,18/06/2020,4,740,773.3,76,6340
Denbighshire,17/06/2020,3,736,769.1,74,6264
Denbighshire,16/06/2020,3,733,766,70,6190
Denbighshire,15/06/2020,4,730,762.8,85,6120
Denbighshire,14/06/2020,0,726,758.7,52,6035
Denbighshire,13/06/2020,9,726,758.7,68,5983
Denbighshire,12/06/2020,2,717,749.2,107,5915
Denbighshire,11/06/2020,3,715,747.2,81,5808
Denbighshire,10/06/2020,7,712,744,149,5727
Denbighshire,09/06/2020,2,705,736.7,101,5578
Denbighshire,08/06/2020,6,703,734.6,133,5477
Denbighshire,07/06/2020,1,697,728.3,88,5344
Denbighshire,06/06/2020,5,696,727.3,114,5256
Denbighshire,05/06/2020,5,691,722.1,223,5142
Denbighshire,04/06/2020,8,686,716.9,269,4919
Denbighshire,03/06/2020,11,678,708.5,166,4650
Denbighshire,02/06/2020,7,667,697,141,4484
Denbighshire,01/06/2020,14,660,689.7,187,4343
Denbighshire,31/05/2020,7,646,675.1,122,4156
Denbighshire,30/05/2020,10,639,667.7,181,4034
Denbighshire,29/05/2020,13,629,657.3,171,3853
Denbighshire,28/05/2020,8,616,643.7,140,3682
Denbighshire,27/05/2020,19,608,635.3,206,3542
Denbighshire,26/05/2020,11,589,615.5,122,3336
Denbighshire,25/05/2020,13,578,604,106,3214
Denbighshire,24/05/2020,6,565,590.4,141,3108
Denbighshire,23/05/2020,2,559,584.1,110,2967
Denbighshire,22/05/2020,17,557,582.1,179,2857
Denbighshire,21/05/2020,20,540,564.3,204,2678
Denbighshire,20/05/2020,31,520,543.4,154,2474
Denbighshire,19/05/2020,17,489,511,109,2320
Denbighshire,18/05/2020,15,472,493.2,138,2211
Denbighshire,17/05/2020,7,457,477.6,65,2073
Denbighshire,16/05/2020,21,450,470.2,146,2008
Denbighshire,15/05/2020,17,429,448.3,116,1862
Denbighshire,14/05/2020,14,412,430.5,68,1746
Denbighshire,13/05/2020,10,398,415.9,80,1678
Denbighshire,12/05/2020,13,388,405.5,72,1598
Denbighshire,11/05/2020,12,375,391.9,81,1526
Denbighshire,10/05/2020,3,363,379.3,28,1445
Denbighshire,09/05/2020,5,360,376.2,26,1417
Denbighshire,08/05/2020,10,355,371,42,1391
Denbighshire,07/05/2020,13,345,360.5,78,1349
Denbighshire,06/05/2020,16,332,346.9,111,1271
Denbighshire,05/05/2020,11,316,330.2,59,1160
Denbighshire,04/05/2020,8,305,318.7,56,1101
Denbighshire,03/05/2020,5,297,310.4,18,1045
Denbighshire,02/05/2020,5,292,305.1,26,1027
Denbighshire,01/05/2020,4,287,299.9,57,1001
Denbighshire,30/04/2020,14,283,295.7,51,944
Denbighshire,29/04/2020,10,269,281.1,40,893
Denbighshire,28/04/2020,6,259,270.6,33,853
Denbighshire,27/04/2020,8,253,264.4,33,820
Denbighshire,26/04/2020,5,245,256,13,787
Denbighshire,25/04/2020,3,240,250.8,11,774
Denbighshire,24/04/2020,7,237,247.7,27,763
Denbighshire,23/04/2020,8,230,240.3,32,736
Denbighshire,22/04/2020,5,222,232,28,704
Denbighshire,21/04/2020,4,217,226.8,25,676
Denbighshire,20/04/2020,15,213,222.6,29,651
Denbighshire,19/04/2020,6,198,206.9,17,622
Denbighshire,18/04/2020,13,192,200.6,30,605
Denbighshire,17/04/2020,14,179,187.1,37,575
Denbighshire,16/04/2020,9,165,172.4,24,538
Denbighshire,15/04/2020,8,156,163,31,514
Denbighshire,14/04/2020,15,148,154.7,28,483
Denbighshire,13/04/2020,7,133,139,15,455
Denbighshire,12/04/2020,12,126,131.7,20,440
Denbighshire,11/04/2020,4,114,119.1,12,420
Denbighshire,10/04/2020,14,110,114.9,22,408
Denbighshire,09/04/2020,11,96,100.3,20,386
Denbighshire,08/04/2020,9,85,88.8,21,366
Denbighshire,07/04/2020,15,76,79.4,32,345
Denbighshire,06/04/2020,12,61,63.7,18,313
Denbighshire,05/04/2020,4,49,51.2,17,295
Denbighshire,04/04/2020,0,45,47,11,278
Denbighshire,03/04/2020,10,45,47,15,267
Denbighshire,02/04/2020,7,35,36.6,21,252
Denbighshire,01/04/2020,6,28,29.3,17,231
Denbighshire,31/03/2020,0,22,23,14,214
Denbighshire,30/03/2020,7,22,23,20,200
Denbighshire,29/03/2020,1,15,15.7,10,180
Denbighshire,28/03/2020,2,14,14.6,6,170
Denbighshire,27/03/2020,3,12,12.5,8,164
Denbighshire,26/03/2020,2,9,9.4,13,156
Denbighshire,25/03/2020,4,7,7.3,13,143
Denbighshire,24/03/2020,0,3,3.1,13,130
Denbighshire,23/03/2020,1,3,3.1,7,117
Denbighshire,22/03/2020,1,2,2.1,5,110
Denbighshire,21/03/2020,1,1,1,12,105
Denbighshire,20/03/2020,0,0,0,11,93
Denbighshire,19/03/2020,0,0,0,10,82
Denbighshire,18/03/2020,0,0,0,5,72
Denbighshire,17/03/2020,0,0,0,9,67
Denbighshire,16/03/2020,0,0,0,12,58
Denbighshire,15/03/2020,0,0,0,6,46
Denbighshire,14/03/2020,0,0,0,6,40
Denbighshire,13/03/2020,0,0,0,13,34
Denbighshire,12/03/2020,0,0,0,6,21
Denbighshire,11/03/2020,0,0,0,3,15
Denbighshire,10/03/2020,0,0,0,2,12
Denbighshire,09/03/2020,0,0,0,0,10
Denbighshire,08/03/2020,0,0,0,0,10
Denbighshire,07/03/2020,0,0,0,0,10
Denbighshire,06/03/2020,0,0,0,0,10
Denbighshire,05/03/2020,0,0,0,0,10
Denbighshire,04/03/2020,0,0,0,1,10
Denbighshire,03/03/2020,0,0,0,0,9
Denbighshire,02/03/2020,0,0,0,1,9
Denbighshire,01/03/2020,0,0,0,1,8
Denbighshire,29/02/2020,0,0,0,0,7
Denbighshire,28/02/2020,0,0,0,0,7
Denbighshire,27/02/2020,0,0,0,0,7
Denbighshire,26/02/2020,0,0,0,1,7
Denbighshire,25/02/2020,0,0,0,0,6
Denbighshire,24/02/2020,0,0,0,0,6
Denbighshire,23/02/2020,0,0,0,0,6
Denbighshire,22/02/2020,0,0,0,0,6
Denbighshire,21/02/2020,0,0,0,1,6
Denbighshire,20/02/2020,0,0,0,0,5
Denbighshire,19/02/2020,0,0,0,0,5
Denbighshire,18/02/2020,0,0,0,0,5
Denbighshire,17/02/2020,0,0,0,0,5
Denbighshire,16/02/2020,0,0,0,0,5
Denbighshire,15/02/2020,0,0,0,0,5
Denbighshire,14/02/2020,0,0,0,0,5
Denbighshire,13/02/2020,0,0,0,0,5
Denbighshire,12/02/2020,0,0,0,0,5
Denbighshire,11/02/2020,0,0,0,0,5
Denbighshire,10/02/2020,0,0,0,0,5
Denbighshire,09/02/2020,0,0,0,3,5
Denbighshire,08/02/2020,0,0,0,0,2
Denbighshire,07/02/2020,0,0,0,0,2
Denbighshire,06/02/2020,0,0,0,2,2
Denbighshire,05/02/2020,0,0,0,0,0
Denbighshire,04/02/2020,0,0,0,0,0
Denbighshire,03/02/2020,0,0,0,0,0
Flintshire,16/10/2020,0,1545,989.8,1,29780
Flintshire,15/10/2020,3,1545,989.8,23,29779
Flintshire,14/10/2020,11,1542,987.8,120,29756
Flintshire,13/10/2020,24,1531,980.8,256,29636
Flintshire,12/10/2020,49,1507,965.4,435,29380
Flintshire,11/10/2020,21,1458,934,168,28945
Flintshire,10/10/2020,27,1437,920.6,194,28777
Flintshire,09/10/2020,45,1410,903.3,350,28583
Flintshire,08/10/2020,38,1365,874.4,477,28233
Flintshire,07/10/2020,51,1327,850.1,384,27756
Flintshire,06/10/2020,44,1276,817.4,413,27372
Flintshire,05/10/2020,42,1232,789.2,431,26959
Flintshire,04/10/2020,52,1190,762.3,325,26528
Flintshire,03/10/2020,36,1138,729,325,26203
Flintshire,02/10/2020,27,1102,706,344,25878
Flintshire,01/10/2020,31,1075,688.7,366,25534
Flintshire,30/09/2020,21,1044,668.8,318,25168
Flintshire,29/09/2020,27,1023,655.3,306,24850
Flintshire,28/09/2020,10,996,638.1,369,24544
Flintshire,27/09/2020,16,986,631.6,223,24175
Flintshire,26/09/2020,21,970,621.4,220,23952
Flintshire,25/09/2020,14,949,607.9,297,23732
Flintshire,24/09/2020,10,935,599,338,23435
Flintshire,23/09/2020,7,925,592.6,343,23097
Flintshire,22/09/2020,10,918,588.1,285,22754
Flintshire,21/09/2020,10,908,581.7,357,22469
Flintshire,20/09/2020,8,898,575.3,239,22112
Flintshire,19/09/2020,6,890,570.1,205,21873
Flintshire,18/09/2020,12,884,566.3,343,21668
Flintshire,17/09/2020,7,872,558.6,359,21325
Flintshire,16/09/2020,8,865,554.1,357,20966
Flintshire,15/09/2020,6,857,549,342,20609
Flintshire,14/09/2020,2,851,545.2,332,20267
Flintshire,13/09/2020,6,849,543.9,159,19935
Flintshire,12/09/2020,4,843,540,168,19776
Flintshire,11/09/2020,10,839,537.5,292,19608
Flintshire,10/09/2020,6,829,531.1,318,19316
Flintshire,09/09/2020,9,823,527.2,280,18998
Flintshire,08/09/2020,5,814,521.5,209,18718
Flintshire,07/09/2020,7,809,518.3,235,18509
Flintshire,06/09/2020,0,802,513.8,149,18274
Flintshire,05/09/2020,4,802,513.8,156,18125
Flintshire,04/09/2020,2,798,511.2,222,17969
Flintshire,03/09/2020,10,796,509.9,311,17747
Flintshire,02/09/2020,3,786,503.5,270,17436
Flintshire,01/09/2020,2,783,501.6,198,17166
Flintshire,31/08/2020,2,781,500.3,138,16968
Flintshire,30/08/2020,0,779,499,87,16830
Flintshire,29/08/2020,1,779,499,134,16743
Flintshire,28/08/2020,0,778,498.4,175,16609
Flintshire,27/08/2020,1,778,498.4,339,16434
Flintshire,26/08/2020,4,777,497.8,244,16095
Flintshire,25/08/2020,2,773,495.2,166,15851
Flintshire,24/08/2020,3,771,493.9,180,15685
Flintshire,23/08/2020,0,768,492,98,15505
Flintshire,22/08/2020,1,768,492,124,15407
Flintshire,21/08/2020,1,767,491.4,161,15283
Flintshire,20/08/2020,1,766,490.7,251,15122
Flintshire,19/08/2020,1,765,490.1,217,14871
Flintshire,18/08/2020,1,764,489.4,190,14654
Flintshire,17/08/2020,2,763,488.8,220,14464
Flintshire,16/08/2020,1,761,487.5,140,14244
Flintshire,15/08/2020,0,760,486.9,131,14104
Flintshire,14/08/2020,2,760,486.9,123,13973
Flintshire,13/08/2020,1,758,485.6,154,13850
Flintshire,12/08/2020,4,757,484.9,186,13696
Flintshire,11/08/2020,0,753,482.4,191,13510
Flintshire,10/08/2020,0,753,482.4,194,13319
Flintshire,09/08/2020,0,753,482.4,74,13125
Flintshire,08/08/2020,0,753,482.4,134,13051
Flintshire,07/08/2020,0,753,482.4,142,12917
Flintshire,06/08/2020,1,753,482.4,212,12775
Flintshire,05/08/2020,1,752,481.7,176,12563
Flintshire,04/08/2020,2,751,481.1,166,12387
Flintshire,03/08/2020,1,749,479.8,211,12221
Flintshire,02/08/2020,4,748,479.2,148,12010
Flintshire,01/08/2020,2,744,476.6,144,11862
Flintshire,31/07/2020,3,742,475.3,170,11718
Flintshire,30/07/2020,9,739,473.4,223,11548
Flintshire,29/07/2020,8,730,467.6,203,11325
Flintshire,28/07/2020,1,722,462.5,177,11122
Flintshire,27/07/2020,3,721,461.9,181,10945
Flintshire,26/07/2020,9,718,460,119,10764
Flintshire,25/07/2020,7,709,454.2,115,10645
Flintshire,24/07/2020,2,702,449.7,169,10530
Flintshire,23/07/2020,6,700,448.4,243,10361
Flintshire,22/07/2020,1,694,444.6,208,10118
Flintshire,21/07/2020,5,693,443.9,144,9910
Flintshire,20/07/2020,6,688,440.7,173,9766
Flintshire,19/07/2020,2,682,436.9,49,9593
Flintshire,18/07/2020,1,680,435.6,49,9544
Flintshire,17/07/2020,3,679,435,145,9495
Flintshire,16/07/2020,5,676,433.1,212,9350
Flintshire,15/07/2020,1,671,429.9,123,9138
Flintshire,14/07/2020,4,670,429.2,120,9015
Flintshire,13/07/2020,1,666,426.6,112,8895
Flintshire,12/07/2020,1,665,426,57,8783
Flintshire,11/07/2020,2,664,425.4,68,8726
Flintshire,10/07/2020,2,662,424.1,95,8658
Flintshire,09/07/2020,2,660,422.8,172,8563
Flintshire,08/07/2020,1,658,421.5,179,8391
Flintshire,07/07/2020,3,657,420.9,143,8212
Flintshire,06/07/2020,2,654,419,137,8069
Flintshire,05/07/2020,0,652,417.7,82,7932
Flintshire,04/07/2020,2,652,417.7,83,7850
Flintshire,03/07/2020,1,650,416.4,133,7767
Flintshire,02/07/2020,3,649,415.8,135,7634
Flintshire,01/07/2020,2,646,413.8,145,7499
Flintshire,30/06/2020,1,644,412.6,123,7354
Flintshire,29/06/2020,2,643,411.9,110,7231
Flintshire,28/06/2020,1,641,410.6,47,7121
Flintshire,27/06/2020,1,640,410,92,7074
Flintshire,26/06/2020,2,639,409.4,137,6982
Flintshire,25/06/2020,2,637,408.1,112,6845
Flintshire,24/06/2020,4,635,406.8,96,6733
Flintshire,23/06/2020,4,631,404.2,115,6637
Flintshire,22/06/2020,3,627,401.7,102,6522
Flintshire,21/06/2020,1,624,399.7,60,6420
Flintshire,20/06/2020,3,623,399.1,69,6360
Flintshire,19/06/2020,8,620,397.2,129,6291
Flintshire,18/06/2020,4,612,392.1,87,6162
Flintshire,17/06/2020,5,608,389.5,69,6075
Flintshire,16/06/2020,6,603,386.3,112,6006
Flintshire,15/06/2020,1,597,382.4,124,5894
Flintshire,14/06/2020,5,596,381.8,56,5770
Flintshire,13/06/2020,3,591,378.6,70,5714
Flintshire,12/06/2020,1,588,376.7,135,5644
Flintshire,11/06/2020,4,587,376,117,5509
Flintshire,10/06/2020,6,583,373.5,115,5392
Flintshire,09/06/2020,4,577,369.6,74,5277
Flintshire,08/06/2020,6,573,367.1,111,5203
Flintshire,07/06/2020,3,567,363.2,91,5092
Flintshire,06/06/2020,1,564,361.3,105,5001
Flintshire,05/06/2020,4,563,360.7,274,4896
Flintshire,04/06/2020,4,559,358.1,292,4622
Flintshire,03/06/2020,5,555,355.5,259,4330
Flintshire,02/06/2020,6,550,352.3,180,4071
Flintshire,01/06/2020,3,544,348.5,131,3891
Flintshire,31/05/2020,1,541,346.6,39,3760
Flintshire,30/05/2020,4,540,345.9,53,3721
Flintshire,29/05/2020,4,536,343.4,68,3668
Flintshire,28/05/2020,7,532,340.8,205,3600
Flintshire,27/05/2020,3,525,336.3,111,3395
Flintshire,26/05/2020,2,522,334.4,96,3284
Flintshire,25/05/2020,3,520,333.1,73,3188
Flintshire,24/05/2020,6,517,331.2,64,3115
Flintshire,23/05/2020,13,511,327.4,185,3051
Flintshire,22/05/2020,14,498,319,221,2866
Flintshire,21/05/2020,8,484,310.1,141,2645
Flintshire,20/05/2020,7,476,304.9,71,2504
Flintshire,19/05/2020,9,469,300.4,151,2433
Flintshire,18/05/2020,8,460,294.7,73,2282
Flintshire,17/05/2020,8,452,289.6,113,2209
Flintshire,16/05/2020,2,444,284.4,51,2096
Flintshire,15/05/2020,14,442,283.2,100,2045
Flintshire,14/05/2020,12,428,274.2,87,1945
Flintshire,13/05/2020,9,416,266.5,83,1858
Flintshire,12/05/2020,9,407,260.7,64,1775
Flintshire,11/05/2020,7,398,255,98,1711
Flintshire,10/05/2020,4,391,250.5,25,1613
Flintshire,09/05/2020,37,387,247.9,181,1588
Flintshire,08/05/2020,7,350,224.2,55,1407
Flintshire,07/05/2020,3,343,219.7,37,1352
Flintshire,06/05/2020,5,340,217.8,67,1315
Flintshire,05/05/2020,9,335,214.6,63,1248
Flintshire,04/05/2020,23,326,208.8,60,1185
Flintshire,03/05/2020,2,303,194.1,43,1125
Flintshire,02/05/2020,29,301,192.8,78,1082
Flintshire,01/05/2020,19,272,174.2,100,1004
Flintshire,30/04/2020,11,253,162.1,71,904
Flintshire,29/04/2020,8,242,155,62,833
Flintshire,28/04/2020,3,234,149.9,27,771
Flintshire,27/04/2020,9,231,148,39,744
Flintshire,26/04/2020,3,222,142.2,18,705
Flintshire,25/04/2020,1,219,140.3,8,687
Flintshire,24/04/2020,5,218,139.7,22,679
Flintshire,23/04/2020,4,213,136.5,17,657
Flintshire,22/04/2020,4,209,133.9,28,640
Flintshire,21/04/2020,10,205,131.3,31,612
Flintshire,20/04/2020,14,195,124.9,30,581
Flintshire,19/04/2020,2,181,116,5,551
Flintshire,18/04/2020,5,179,114.7,9,546
Flintshire,17/04/2020,10,174,111.5,30,537
Flintshire,16/04/2020,9,164,105.1,19,507
Flintshire,15/04/2020,9,155,99.3,21,488
Flintshire,14/04/2020,12,146,93.5,20,467
Flintshire,13/04/2020,3,134,85.8,8,447
Flintshire,12/04/2020,5,131,83.9,11,439
Flintshire,11/04/2020,9,126,80.7,13,428
Flintshire,10/04/2020,7,117,75,17,415
Flintshire,09/04/2020,9,110,70.5,15,398
Flintshire,08/04/2020,10,101,64.7,19,383
Flintshire,07/04/2020,14,91,58.3,27,364
Flintshire,06/04/2020,9,77,49.3,25,337
Flintshire,05/04/2020,2,68,43.6,10,312
Flintshire,04/04/2020,6,66,42.3,16,302
Flintshire,03/04/2020,6,60,38.4,15,286
Flintshire,02/04/2020,8,54,34.6,16,271
Flintshire,01/04/2020,7,46,29.5,19,255
Flintshire,31/03/2020,8,39,25,27,236
Flintshire,30/03/2020,10,31,19.9,23,209
Flintshire,29/03/2020,2,21,13.5,6,186
Flintshire,28/03/2020,1,19,12.2,12,180
Flintshire,27/03/2020,3,18,11.5,10,168
Flintshire,26/03/2020,5,15,9.6,14,158
Flintshire,25/03/2020,4,10,6.4,10,144
Flintshire,24/03/2020,2,6,3.8,17,134
Flintshire,23/03/2020,0,4,2.6,13,117
Flintshire,22/03/2020,1,4,2.6,4,104
Flintshire,21/03/2020,2,3,1.9,10,100
Flintshire,20/03/2020,0,1,0.6,4,90
Flintshire,19/03/2020,0,1,0.6,6,86
Flintshire,18/03/2020,0,1,0.6,9,80
Flintshire,17/03/2020,0,1,0.6,11,71
Flintshire,16/03/2020,0,1,0.6,4,60
Flintshire,15/03/2020,0,1,0.6,5,56
Flintshire,14/03/2020,0,1,0.6,5,51
Flintshire,13/03/2020,0,1,0.6,9,46
Flintshire,12/03/2020,0,1,0.6,5,37
Flintshire,11/03/2020,0,1,0.6,9,32
Flintshire,10/03/2020,1,1,0.6,6,23
Flintshire,09/03/2020,0,0,0,0,17
Flintshire,08/03/2020,0,0,0,0,17
Flintshire,07/03/2020,0,0,0,0,17
Flintshire,06/03/2020,0,0,0,0,17
Flintshire,05/03/2020,0,0,0,1,17
Flintshire,04/03/2020,0,0,0,1,16
Flintshire,03/03/2020,0,0,0,2,15
Flintshire,02/03/2020,0,0,0,0,13
Flintshire,01/03/2020,0,0,0,4,13
Flintshire,29/02/2020,0,0,0,0,9
Flintshire,28/02/2020,0,0,0,4,9
Flintshire,27/02/2020,0,0,0,0,5
Flintshire,26/02/2020,0,0,0,1,5
Flintshire,25/02/2020,0,0,0,0,4
Flintshire,24/02/2020,0,0,0,0,4
Flintshire,23/02/2020,0,0,0,0,4
Flintshire,22/02/2020,0,0,0,0,4
Flintshire,21/02/2020,0,0,0,0,4
Flintshire,20/02/2020,0,0,0,0,4
Flintshire,19/02/2020,0,0,0,0,4
Flintshire,18/02/2020,0,0,0,0,4
Flintshire,17/02/2020,0,0,0,1,4
Flintshire,16/02/2020,0,0,0,0,3
Flintshire,15/02/2020,0,0,0,0,3
Flintshire,14/02/2020,0,0,0,0,3
Flintshire,13/02/2020,0,0,0,0,3
Flintshire,12/02/2020,0,0,0,0,3
Flintshire,11/02/2020,0,0,0,0,3
Flintshire,10/02/2020,0,0,0,0,3
Flintshire,09/02/2020,0,0,0,3,3
Flintshire,08/02/2020,0,0,0,0,0
Flintshire,07/02/2020,0,0,0,0,0
Flintshire,06/02/2020,0,0,0,0,0
Flintshire,05/02/2020,0,0,0,0,0
Flintshire,04/02/2020,0,0,0,0,0
Flintshire,03/02/2020,0,0,0,0,0
Gwynedd,16/10/2020,0,963,773.1,2,22797
Gwynedd,15/10/2020,4,963,773.1,40,22795
Gwynedd,14/10/2020,6,959,769.9,126,22755
Gwynedd,13/10/2020,15,953,765.1,194,22629
Gwynedd,12/10/2020,14,938,753.1,194,22435
Gwynedd,11/10/2020,13,924,741.8,106,22241
Gwynedd,10/10/2020,12,911,731.4,139,22135
